Market,Sentiment,Concept,Verbatim
US,Likes,Soap & Glory Girl'S Night Out Stardust Stick​,I never try it yet
US,Likes,Soap & Glory Girl'S Night Out Stardust Stick​,Glitter!!!!!
US,Likes,Soap & Glory Girl'S Night Out Stardust Stick​,I like everything
US,Likes,Soap & Glory Girl'S Night Out Stardust Stick​,The adding a glamorous stardust glow boost
US,Likes,Soap & Glory Girl'S Night Out Stardust Stick​,It is very well
US,Likes,Soap & Glory Girl'S Night Out Stardust Stick​,Had to get rid of a
US,Likes,Soap & Glory Girl'S Night Out Stardust Stick​,it is smart
US,Likes,Soap & Glory Girl'S Night Out Stardust Stick​,I liked all the idea
US,Likes,Soap & Glory Girl'S Night Out Stardust Stick​,Ths product has no effect on skin
US,Likes,Soap & Glory Liquid Lingerie Glow Gloves​,softer hands over time
US,Likes,Soap & Glory Liquid Lingerie Glow Gloves​,I like the variety and how it works
US,Likes,Soap & Glory Liquid Lingerie Glow Gloves​,That it would keep hands soft and nice looking
US,Likes,Soap & Glory Liquid Lingerie Glow Gloves​,Its high quality
US,Likes,Soap & Glory Liquid Lingerie Glow Gloves​,i liked that it makes your hands glimmer
US,Likes,Soap & Glory Liquid Lingerie Glow Gloves​,Everything
US,Likes,Soap & Glory Liquid Lingerie Glow Gloves​,Love the idea behind the product
US,Likes,Soap & Glory Liquid Lingerie Glow Gloves​,I like all the idea
US,Likes,Soap & Glory Liquid Lingerie Glow Gloves​,"Informative about the product, not to busy"
US,Likes,Soap & Glory Liquid Lingerie Glow Gloves​,The pump would help the product not accrue bacteria but also not dry out like other pumps
US,Likes,Soap & Glory Liquid Lingerie Glow Gloves​,The kid in the bottle
US,Likes,Soap & Glory Liquid Lingerie Glow Gloves​,Moisturizing and lessening of fine lines on hands
US,Likes,Soap & Glory Liquid Lingerie Glow Gloves​,I like that is something very nice and new
US,Likes,Soap & Glory Liquid Lingerie Glow Gloves​,I love it a lot
US,Likes,Soap & Glory Liquid Lingerie Glow Gloves​,It fits well with my tatse/style
US,Likes,Soap & Glory Liquid Lingerie Glow Gloves​,I really like the 2 main ingredients (vitamin e and peptides). I also like the application container and fragrance ingredients.
US,Likes,Soap & Glory Liquid Lingerie Glow Gloves​,I like that it's not only hand cream but also a shimmer and fragrance for your hands & wrists.
US,Likes,Soap & Glory Liquid Lingerie Glow Gloves​,"I genuinely like the applicator, and the overall idea of a sparkling lotion that reduces fine lines as a woman who is approaching 37 and always been told how young I look, so want to maintain that."
US,Likes,Soap & Glory Liquid Lingerie Glow Gloves​,"I like the whole concept but I especially like the vitamin E added and the scent, I can imagine it’s just right for relaxing."
US,Likes,Soap & Glory Liquid Lingerie Glow Gloves​,The pictures were intriguing
US,Likes,Soap & Glory Liquid Lingerie Glow Gloves​,Absolutely love everything about this product the best is the shimmering part
US,Likes,Soap & Glory Liquid Lingerie Glow Gloves​,Made of high quality materials
US,Likes,Soap & Glory Liquid Lingerie Glow Gloves​,Glimmer look to hands. Helps over time
US,Likes,Soap & Glory Liquid Lingerie Glow Gloves​,Scent would be pleasant
US,Likes,Soap & Glory Liquid Lingerie Glow Gloves​,liked
US,Likes,Soap & Glory Liquid Lingerie Glow Gloves​,Improve the look of my hands
US,Likes,Soap & Glory Liquid Lingerie Glow Gloves​,I like the scent and that it has nutrients to keep your hands hydrated and beautiful
US,Likes,Soap & Glory Liquid Lingerie Glow Gloves​,"What I like about this product is that it makes dull, uneven skin on the hands look dewy, shiny and desirable. A woman’s hands are the first thing on a woman to age. This product will be very popular if it is advertised properly."
US,Likes,Soap & Glory Liquid Lingerie Glow Gloves​,Has peptides and collagen which are good for the skin.
US,Likes,Soap & Glory Liquid Lingerie Glow Gloves​,"Healthy, exciting, trustworthy brand"
US,Likes,Soap & Glory Liquid Lingerie Glow Gloves​,Good morning and thanks
US,Likes,Soap & Glory Liquid Lingerie Glow Gloves​,I like the idea of my skin sparkling as well as the Vitamin E and reduction of fine lines.
US,Likes,Soap & Glory Liquid Lingerie Glow-On​,shimmer and roll on stick
US,Likes,Soap & Glory Liquid Lingerie Glow-On​,I like the variety
US,Likes,Soap & Glory Liquid Lingerie Glow-On​,Base for perfume and highlight areas
US,Likes,Soap & Glory Liquid Lingerie Glow-On​,Its high quality
US,Likes,Soap & Glory Liquid Lingerie Glow-On​,"I do not like the shine , it looks like sweat on the body"
US,Likes,Soap & Glory Liquid Lingerie Glow-On​,i liked seeing the Brown skin glow
US,Likes,Soap & Glory Liquid Lingerie Glow-On​,Every thing
US,Likes,Soap & Glory Liquid Lingerie Glow-On​,Potential to improve my beauty routine
US,Likes,Soap & Glory Liquid Lingerie Glow-On​,All the idea
US,Likes,Soap & Glory Liquid Lingerie Glow-On​,it is modern
US,Likes,Soap & Glory Liquid Lingerie Glow-On​,Informative not to busy
US,Likes,Soap & Glory Liquid Lingerie Glow-On​,I love that it would make me look well moisturized and that it looks good on both dark and light skin tones
US,Likes,Soap & Glory Liquid Lingerie Glow-On​,The large stick.
US,Likes,Soap & Glory Liquid Lingerie Glow-On​,Portable
US,Likes,Soap & Glory Liquid Lingerie Glow-On​,I like that it is an excellent product
US,Likes,Soap & Glory Liquid Lingerie Glow-On​,I love what I see
US,Likes,Soap & Glory Liquid Lingerie Glow-On​,Over all
US,Likes,Soap & Glory Liquid Lingerie Glow-On​,I like that it includes shea butter
US,Likes,Soap & Glory Liquid Lingerie Glow-On​,The mix of 2 of the most important ingredients for skin.
US,Likes,Soap & Glory Liquid Lingerie Glow-On​,"I like the design, like a lipstick but lotion. I really like the fact that it is a perfume, a shimmer and a lotion."
US,Likes,Soap & Glory Liquid Lingerie Glow-On​,I like the overall idea of the product and wonder if it genuinely works.
US,Likes,Soap & Glory Liquid Lingerie Glow-On​,I love that it smells like Jasmine and the applicator looks easy to use and to transport
US,Likes,Soap & Glory Liquid Lingerie Glow-On​,The images of the skin after application
US,Likes,Soap & Glory Liquid Lingerie Glow-On​,That it boosts fragrance
US,Likes,Soap & Glory Liquid Lingerie Glow-On​,He's very attractive
US,Likes,Soap & Glory Liquid Lingerie Glow-On​,Makes your body look better
US,Likes,Soap & Glory Liquid Lingerie Glow-On​,Convenience of a roll stick
US,Likes,Soap & Glory Liquid Lingerie Glow-On​,Everything
US,Likes,Soap & Glory Liquid Lingerie Glow-On​,I like how convenient it is to use this produce I like the packaging and I like the products it is made up of
US,Likes,Soap & Glory Liquid Lingerie Glow-On​,"What I liked about this product is that it makes dull, red, and/or dry skin look dewy, healthy and refreshing. It just makes the person look healthier and more attractive."
US,Likes,Soap & Glory Liquid Lingerie Glow-On​,It would be good to put on after applying lotion so that hopefully it would log in moisture. It's also good to put on prior to applying perfumes as the oil could help the scent last longer.
US,Likes,Soap & Glory Liquid Lingerie Glow-On​,"Nice,good value, fun"
US,Likes,Soap & Glory Liquid Lingerie Glow-On​,Good to see that you
US,Likes,Soap & Glory Liquid Lingerie Glow-On​,I like the ingredients and scent.
US,Likes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,bright even skin tone
US,Likes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,The variety and how it works
US,Likes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,Making the skin look more uniform
US,Likes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,Its high quality
US,Likes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,Everything
US,Likes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,Good idea
US,Likes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,Like all the idea
US,Likes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,Blurs out skins imperfections
US,Likes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,easy to use. it looks effective
US,Likes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,"Everything, informative"
US,Likes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,I have many uneven spots on my legs. Which kills my self confidence in the summer so I try to avoid shorts. This seems like it may help!
US,Likes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,I like the idea of using it on my legs during the summer.
US,Likes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,I loke thexidea thatcit might extend the duration of my perfume/fragrance
US,Likes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,I love all the information
US,Likes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,I like what I see
US,Likes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,I think it would enhance the radiance of my skin
US,Likes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,I really like the fragrance ingredients and the application. I also really like that it's available with SPF.
US,Likes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,I like the fact that it's different from everything else. I would like to see the  results of a product like this.
US,Likes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,I really like the idea of the product if it genuinely works this way.
US,Likes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,I really like the option for spf and again the fragrance is a perfect choice
US,Likes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,I like the first and third images
US,Likes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,Love it all
US,Likes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,It is an effective product for the body
US,Likes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,Blends body to make look better. Simple and easy
US,Likes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,Love the idea of a body primer
US,Likes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,The easy application
US,Likes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,I like that it gives an airbrushed look! That’s amazing !
US,Likes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,"I love that this product makes your dull, uneven skin look shiny, dewy and healthy. It makes the person look healthier and more attractive."
US,Likes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,Nothing
US,Likes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,"Exciting, easy to use,  high-quality"
US,Likes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,Greltsh and I will
US,Likes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,I like that you can get it with SPF
US,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,The expectations
US,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,Im good like
US,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,Everything
US,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,perfect and like
US,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,I like the application and bottle design
US,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,The way it looks easy to apply
US,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,It's very effective
US,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,Smooth skin
US,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,Gets rid of cellulite
US,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,"I like skincare and if it helps with stretch marks, then I feel like I’m taking care of myself."
US,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,Firmer skin
US,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,Make my body soft
US,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,I like everything
US,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,It’s new
US,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,It's excellent
US,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,I am not sure how to feel about it. I am not too worried about my booty.
US,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,Cheaper alternative to other products related to this
US,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,Targets cellulite and that you use this at night
US,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,How easy it is to apply
US,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,I like the fragrance and that it targets cellulite
US,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,I like the appealing colors
US,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,Packaging is nice
US,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,The colors and description
US,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,Seems easy to use and I like the smell of bergamot
US,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,Targets aging skin
US,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,The images used are catchy
US,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,All of it
US,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,Targets cellulite which everyone promises worth the try to see actual results
US,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,Helps with cellulite and quantity for the price. Citrus fragrance is a nice touch
US,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,The ingredients
US,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,Amazing product
US,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,Studies have been done
US,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,"I like the ingredients, I like that the product is an oil serum."
US,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,Great day today love
US,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,Good forall
US,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,Every things Amazing
US,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,"High quality, trustworthy, good value"
US,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,Scent
US,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,Possible result
US,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,I liked all the idea
US,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,"Safe, exciting, high-quality"
US,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,The clear expectations
US,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,Im good like
US,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,All natural
US,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,Beautiful and perfect
US,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,Everything
US,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,The bottle design and dropper are nice
US,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,I like the design of the product and how it appears to help
US,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,The new product
US,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,Safe for sensitive skin
US,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,Nothing I dislike
US,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,That stretch marks can be treated with this product.
US,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,Yes
US,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,Make the skin very smooth in short time
US,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,I like everything
US,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,That it can reduce stretch marks
US,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,It's exciting and relevant to me
US,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,Fixing my stretch marks.
US,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,The applicator is new and unique
US,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,Smoothing for the skin
US,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,How easy it is to apply
US,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,I like how it gets rid of cellulite. I like the ingredients
US,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,I like its shape
US,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,How it relates to me
US,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,That it has reitinol
US,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,The description
US,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,The wording of the description was factual and described what is in the product. The use of real bodies in the picture. I like the product ingredients
US,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,Informative
US,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,The clever choice of words
US,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,All of it
US,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,Gives how to stretched skin due to being a mom
US,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,Helps fade stretch marks and rejuvenates elasticity
US,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,The ingredients
US,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,The product itself
US,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,Simple to use
US,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,I like the ingredients and that it's an oil/serum base
US,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,Great day today love you too
US,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,Goodvforvall
US,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,I love everything about this brand
US,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,Exciting
US,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,Scent
US,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,Possible results
US,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,I liked all the idea
US,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,"Trustworthy, fun,wonderful"
US,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,The expectations about the product
US,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,Good luck
US,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,Everything
US,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,Im good like and beautiful
US,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,That you can travel with it
US,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,"I like how it is advertised as a skin damage repair AND after sun product. I would definitely buy it based off the after sun concept, as I am not too worried about aging skin or sun spots yet. This product advertises well to both younger and older customers."
US,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,The idea pod bring to spray it conveniently
US,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,It's good for me
US,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,Looking younger
US,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,Reversible skin damage
US,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,That you can use this product to repair sun damage
US,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,Time travel
US,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,Protect my skin
US,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,I like everything
US,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,It’s new
US,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,It's unique and relevant  to me
US,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,I love Lotion. I need my skin moisturized 24/7.
US,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,Travel size options are always the best thing.
US,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,Damaged skin repair
US,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,How compact packaging is
US,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,I like how it helps with skin damage. I like the scent and the active ingredients
US,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,I like the model of the product and see how it uses
US,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,Real time packaging
US,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,I like how portable it is
US,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,All of advertisment
US,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,"Seems easy to use, I like the smell of bergamot I like the pictures used"
US,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,"Informational, how to use instructions"
US,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,The pictures used
US,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,Smooth and trust
US,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,Gives hope on skin tightening in area where moms are very subconscious
US,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,Helps with damaged skin and its used for sensitive skin
US,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,The convenience of this product
US,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,Everything about it is fabulous
US,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,Motivates me to repair my skin in simple steps
US,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,I like the idea that it targets cellulite and stretch marks.
US,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,The only one that has
US,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,Good for all
US,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,I like everything about this brand
US,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,"Fun,trustworthy"
US,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,The HA and peptides
US,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,Reverse damage
US,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,I liked all the idea
US,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,"Exciting, high-quality"
US,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,I like that this product contains magnesium and lavender!!!
US,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,It's fantastic
US,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,"as you age your muscles feel more tired. Also, I think its a great response for after working out. quite new and exciting."
US,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,I  like the price
US,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,Soothes tired muscles
US,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,I like that it helps you relax before you go to sleep
US,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,Helps with muscle strains
US,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,I like the quality
US,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,It's interesting and amazing
US,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,The price and fragrance is great. Says it helps overwirked muscles
US,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,Everything
US,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,Ease achy muscles.
US,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,Every detail
US,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,I love the magnesium for muscle and scents
US,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,The color scheme
US,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,Good for muscles
US,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,All good
US,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,Targeted relief to yiered the overworked muscels
US,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,I like the idea of the deep conditioning serum and the extended release and the relief it would provide for overworked muscles.
US,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,I liked everything about it
US,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,The idea and advantages
US,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,New
US,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,The description of the serum sounds very interesting. It can be combined with other skincare products too.
US,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,Everything good
US,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,the price is a great price point and i like the dropper instead of a pump
US,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,Soothing
US,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,The product working while I'm sleeping is a huge plus!
US,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,The better sleep
US,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,i like it can relieve the tired muscle and make me feel relaxing.
US,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,Cretbely
US,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,the glow of skin after apply the product
US,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,I like. The relaxing effect
US,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,"The results i get, the smell and the feeling"
US,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,"I like that this product contains caffeine, peppermint and lime!!!"
US,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,It's fantastic i love it
US,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,everyone gets groggy from time to time this could be the jumpstart people need to focus
US,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,I like the price easy to use
US,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,Invigorating
US,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,"I love the idea of spraying my face with a product that has caffeine in it, it would do wonders for my skin big time, I'd totally buy this!"
US,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,It’s a spray
US,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,It's very nice
US,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,It's relevant and amazing
US,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,Like like when it says to awaken our senses...also the vibrant of the picture
US,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,It’s refreshing
US,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,Caffeine in the spritz.
US,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,Every detail
US,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,I like that it keeps your makeup from fading
US,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,Everything
US,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,Energizes you
US,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,State of vibrant alertness
US,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,I like the idea of the invigorating ingredients and the idea of awakening your senses and energizing your spirit.
US,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,All of it
US,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,The idea of brochure.
US,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,Excited to try
US,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,The liked the concept of the product. It makes you feel refreshed and the product can be reapplied anytime
US,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,Fere good
US,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,Everything good
US,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,i like the idea of it
US,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,Quick boost
US,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,I love that it's something that I can put on in the morning to feel refreshed.
US,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,it is easy and convenient to use.
US,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,show that is the benefit anf how to use it
US,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,I like what it provides
US,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,"tha advantages i will get, the feeling i will get and the smell"
US,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,I like that this product contains magnesium sulphate and naturally active essential oils!!!
US,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,I love it
US,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,i love this idea using ingredients known to help so its skincare that works while you rest.
US,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,I like the scent and easy to use  helps with sleep
US,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,"Fragrance, comes with spoon, good price"
US,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,I like that it helps muscles and sounds like it has a great scent
US,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,Soaking in the bathtub
US,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,I like the quality
US,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,It's unique
US,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,Liked saying melt my stress away..also the fragrance is great. The pictures are awesome
US,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,Relaxing is good.
US,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,Every detail
