Market,Sentiment,Concept,Verbatim,Period
US,Likes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,I like the idea of using it on my legs during the summer.,Jan24
US,Likes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,I loke thexidea thatcit might extend the duration of my perfume/fragrance,Jan24
US,Likes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,I love all the information,Jan24
US,Likes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,I like what I see,Jan24
US,Likes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,I think it would enhance the radiance of my skin,Jan24
US,Likes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,I really like the fragrance ingredients and the application. I also really like that it's available with SPF.,Jan24
US,Likes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,I like the fact that it's different from everything else. I would like to see the  results of a product like this.,Jan24
US,Likes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,I really like the idea of the product if it genuinely works this way.,Jan24
US,Likes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,I really like the option for spf and again the fragrance is a perfect choice,Jan24
US,Likes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,I like the first and third images,Jan24
US,Likes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,Love it all,Jan24
US,Likes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,It is an effective product for the body,Jan24
US,Likes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,Blends body to make look better. Simple and easy,Jan24
US,Likes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,Love the idea of a body primer,Jan24
US,Likes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,The easy application,Jan24
US,Likes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,I like that it gives an airbrushed look! That’s amazing !,Jan24
US,Likes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,"I love that this product makes your dull, uneven skin look shiny, dewy and healthy. It makes the person look healthier and more attractive.",Jan24
US,Likes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,Nothing,Jan24
US,Likes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,"Exciting, easy to use,  high-quality",Jan24
US,Likes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,Greltsh and I will,Jan24
US,Likes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,I like that you can get it with SPF,Jan24
US,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,The expectations,Jan24
US,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,Im good like,Jan24
US,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,Everything,Jan24
US,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,perfect and like,Jan24
US,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,I like the application and bottle design,Jan24
US,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,The way it looks easy to apply,Jan24
US,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,It's very effective,Jan24
US,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,Smooth skin,Jan24
US,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,Gets rid of cellulite,Jan24
US,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,"I like skincare and if it helps with stretch marks, then I feel like I’m taking care of myself.",Jan24
US,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,Firmer skin,Jan24
US,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,Make my body soft,Jan24
US,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,I like everything,Jan24
US,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,It’s new,Jan24
US,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,It's excellent,Jan24
US,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,I am not sure how to feel about it. I am not too worried about my booty.,Jan24
US,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,Cheaper alternative to other products related to this,Jan24
US,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,Targets cellulite and that you use this at night,Jan24
US,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,How easy it is to apply,Jan24
US,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,I like the fragrance and that it targets cellulite,Jan24
US,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,I like the appealing colors,Jan24
US,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,Packaging is nice,Jan24
US,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,The colors and description,Jan24
US,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,Seems easy to use and I like the smell of bergamot,Jan24
US,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,Targets aging skin,Jan24
US,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,The images used are catchy,Jan24
US,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,All of it,Jan24
US,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,Targets cellulite which everyone promises worth the try to see actual results,Jan24
US,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,Helps with cellulite and quantity for the price. Citrus fragrance is a nice touch,Jan24
US,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,The ingredients,Jan24
US,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,Amazing product,Jan24
US,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,Studies have been done,Jan24
US,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,"I like the ingredients, I like that the product is an oil serum.",Jan24
US,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,Great day today love,Jan24
US,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,Good forall,Jan24
US,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,Every things Amazing,Jan24
US,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,"High quality, trustworthy, good value",Jan24
US,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,Scent,Jan24
US,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,Possible result,Jan24
US,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,I liked all the idea,Jan24
US,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,"Safe, exciting, high-quality",Jan24
US,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,The clear expectations,Jan24
US,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,Im good like,Jan24
US,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,All natural,Jan24
US,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,Beautiful and perfect,Jan24
US,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,Everything,Jan24
US,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,The bottle design and dropper are nice,Jan24
US,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,I like the design of the product and how it appears to help,Jan24
US,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,The new product,Jan24
US,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,Safe for sensitive skin,Jan24
US,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,Nothing I dislike,Jan24
US,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,That stretch marks can be treated with this product.,Jan24
US,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,Yes,Jan24
US,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,Make the skin very smooth in short time,Jan24
US,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,I like everything,Jan24
US,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,That it can reduce stretch marks,Jan24
US,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,It's exciting and relevant to me,Jan24
US,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,Fixing my stretch marks.,Jan24
US,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,The applicator is new and unique,Jan24
US,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,Smoothing for the skin,Jan24
US,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,How easy it is to apply,Jan24
US,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,I like how it gets rid of cellulite. I like the ingredients,Jan24
US,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,I like its shape,Jan24
US,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,How it relates to me,Jan24
US,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,That it has reitinol,Jan24
US,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,The description,Jan24
US,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,The wording of the description was factual and described what is in the product. The use of real bodies in the picture. I like the product ingredients,Jan24
US,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,Informative,Jan24
US,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,The clever choice of words,Jan24
US,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,All of it,Jan24
US,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,Gives how to stretched skin due to being a mom,Jan24
US,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,Helps fade stretch marks and rejuvenates elasticity,Jan24
US,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,The ingredients,Jan24
US,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,The product itself,Jan24
US,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,Simple to use,Jan24
US,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,I like the ingredients and that it's an oil/serum base,Jan24
US,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,Great day today love you too,Jan24
US,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,Goodvforvall,Jan24
US,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,I love everything about this brand,Jan24
US,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,Exciting,Jan24
US,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,Scent,Jan24
US,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,Possible results,Jan24
US,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,I liked all the idea,Jan24
US,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,"Trustworthy, fun,wonderful",Jan24
US,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,The expectations about the product,Jan24
US,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,Good luck,Jan24
US,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,Everything,Jan24
US,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,Im good like and beautiful,Jan24
US,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,That you can travel with it,Jan24
US,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,"I like how it is advertised as a skin damage repair AND after sun product. I would definitely buy it based off the after sun concept, as I am not too worried about aging skin or sun spots yet. This product advertises well to both younger and older customers.",Jan24
US,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,The idea pod bring to spray it conveniently,Jan24
US,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,It's good for me,Jan24
US,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,Looking younger,Jan24
US,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,Reversible skin damage,Jan24
US,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,That you can use this product to repair sun damage,Jan24
US,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,Time travel,Jan24
US,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,Protect my skin,Jan24
US,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,I like everything,Jan24
US,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,It’s new,Jan24
US,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,It's unique and relevant  to me,Jan24
US,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,I love Lotion. I need my skin moisturized 24/7.,Jan24
US,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,Travel size options are always the best thing.,Jan24
US,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,Damaged skin repair,Jan24
US,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,How compact packaging is,Jan24
US,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,I like how it helps with skin damage. I like the scent and the active ingredients,Jan24
US,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,I like the model of the product and see how it uses,Jan24
US,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,Real time packaging,Jan24
US,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,I like how portable it is,Jan24
US,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,All of advertisment,Jan24
US,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,"Seems easy to use, I like the smell of bergamot I like the pictures used",Jan24
US,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,"Informational, how to use instructions",Jan24
US,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,The pictures used,Jan24
US,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,Smooth and trust,Jan24
US,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,Gives hope on skin tightening in area where moms are very subconscious,Jan24
US,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,Helps with damaged skin and its used for sensitive skin,Jan24
US,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,The convenience of this product,Jan24
US,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,Everything about it is fabulous,Jan24
US,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,Motivates me to repair my skin in simple steps,Jan24
US,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,I like the idea that it targets cellulite and stretch marks.,Jan24
US,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,The only one that has,Jan24
US,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,Good for all,Jan24
US,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,I like everything about this brand,Jan24
US,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,"Fun,trustworthy",Jan24
US,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,The HA and peptides,Jan24
US,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,Reverse damage,Jan24
US,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,I liked all the idea,Jan24
US,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,"Exciting, high-quality",Jan24
US,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,I like that this product contains magnesium and lavender!!!,Jan24
US,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,It's fantastic,Jan24
US,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,"as you age your muscles feel more tired. Also, I think its a great response for after working out. quite new and exciting.",Jan24
US,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,I  like the price,Jan24
US,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,Soothes tired muscles,Jan24
US,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,I like that it helps you relax before you go to sleep,Jan24
US,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,Helps with muscle strains,Jan24
US,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,I like the quality,Jan24
US,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,It's interesting and amazing,Jan24
US,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,The price and fragrance is great. Says it helps overwirked muscles,Jan24
US,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,Everything,Jan24
US,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,Ease achy muscles.,Jan24
US,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,Every detail,Jan24
US,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,I love the magnesium for muscle and scents,Jan24
US,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,The color scheme,Jan24
US,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,Good for muscles,Jan24
US,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,All good,Jan24
US,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,Targeted relief to yiered the overworked muscels,Jan24
US,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,I like the idea of the deep conditioning serum and the extended release and the relief it would provide for overworked muscles.,Jan24
US,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,I liked everything about it,Jan24
US,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,The idea and advantages,Jan24
US,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,New,Jan24
US,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,The description of the serum sounds very interesting. It can be combined with other skincare products too.,Jan24
US,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,Everything good,Jan24
US,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,the price is a great price point and i like the dropper instead of a pump,Jan24
US,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,Soothing,Jan24
US,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,The product working while I'm sleeping is a huge plus!,Jan24
US,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,The better sleep,Jan24
US,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,i like it can relieve the tired muscle and make me feel relaxing.,Jan24
US,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,Cretbely,Jan24
US,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,the glow of skin after apply the product,Jan24
US,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,I like. The relaxing effect,Jan24
US,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,"The results i get, the smell and the feeling",Jan24
US,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,"I like that this product contains caffeine, peppermint and lime!!!",Jan24
US,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,It's fantastic i love it,Jan24
US,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,everyone gets groggy from time to time this could be the jumpstart people need to focus,Jan24
US,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,I like the price easy to use,Jan24
US,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,Invigorating,Jan24
US,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,"I love the idea of spraying my face with a product that has caffeine in it, it would do wonders for my skin big time, I'd totally buy this!",Jan24
US,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,It’s a spray,Jan24
US,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,It's very nice,Jan24
US,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,It's relevant and amazing,Jan24
US,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,Like like when it says to awaken our senses...also the vibrant of the picture,Jan24
US,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,It’s refreshing,Jan24
US,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,Caffeine in the spritz.,Jan24
US,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,Every detail,Jan24
US,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,I like that it keeps your makeup from fading,Jan24
US,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,Everything,Jan24
US,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,Energizes you,Jan24
US,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,State of vibrant alertness,Jan24
US,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,I like the idea of the invigorating ingredients and the idea of awakening your senses and energizing your spirit.,Jan24
US,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,All of it,Jan24
US,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,The idea of brochure.,Jan24
US,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,Excited to try,Jan24
US,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,The liked the concept of the product. It makes you feel refreshed and the product can be reapplied anytime,Jan24
US,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,Fere good,Jan24
US,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,Everything good,Jan24
US,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,i like the idea of it,Jan24
US,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,Quick boost,Jan24
US,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,I love that it's something that I can put on in the morning to feel refreshed.,Jan24
US,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,it is easy and convenient to use.,Jan24
US,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,show that is the benefit anf how to use it,Jan24
US,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,I like what it provides,Jan24
US,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,"tha advantages i will get, the feeling i will get and the smell",Jan24
US,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,I like that this product contains magnesium sulphate and naturally active essential oils!!!,Jan24
US,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,I love it,Jan24
US,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,i love this idea using ingredients known to help so its skincare that works while you rest.,Jan24
US,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,I like the scent and easy to use  helps with sleep,Jan24
US,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,"Fragrance, comes with spoon, good price",Jan24
US,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,I like that it helps muscles and sounds like it has a great scent,Jan24
US,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,Soaking in the bathtub,Jan24
US,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,I like the quality,Jan24
US,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,It's unique,Jan24
US,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,Liked saying melt my stress away..also the fragrance is great. The pictures are awesome,Jan24
US,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,Relaxing is good.,Jan24
US,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,Every detail,Jan24
US,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,I like the magnesium for muscle and scents,Jan24
US,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,I love soaks,Jan24
US,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,Everything,Jan24
US,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,Magnesium,Jan24
US,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,All of it,Jan24
US,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,Specialist blind of amber geranium and vanilla,Jan24
US,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,I like that magnesium is an active ingredients and I like the idea of priming my body for a restful night's sleep.,Jan24
US,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,Love  everthing about this product,Jan24
US,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,I like the idea and the design.,Jan24
US,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,New never heard of anything like this,Jan24
US,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,"It is easy to use the product, the instructions are very clear",Jan24
US,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,Fere good,Jan24
US,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,Everything good,Jan24
US,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,the price point is great- i love anything in the bath for relaxing purposes,Jan24
US,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,Soothing,Jan24
US,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,I can use it while bathing,Jan24
US,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,i like it is a good way to make me calm and relax.,Jan24
US,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,like it show how it be used and feel after,Jan24
US,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,The idea of the product,Jan24
US,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,The results and the smell,Jan24
US,Range,Girls Night Out Concept Range Likes And Dislikes,I love all the ideas aourlt it,Jan24
US,Range,Girls Night Out Concept Range Likes And Dislikes,I love the whole idea,Jan24
US,Range,Girls Night Out Concept Range Likes And Dislikes,It’s not that good,Jan24
US,Range,Girls Night Out Concept Range Likes And Dislikes,It appears to be premium and provides reliable skin care,Jan24
US,Range,Girls Night Out Concept Range Likes And Dislikes,I love all the product ideas,Jan24
US,Range,Girls Night Out Concept Range Likes And Dislikes,Looks and seems amazing,Jan24
US,Range,Girls Night Out Concept Range Likes And Dislikes,Not much. Not for me. More for my ten year old & her friends,Jan24
US,Range,Girls Night Out Concept Range Likes And Dislikes,Good ideas,Jan24
US,Range,Girls Night Out Concept Range Likes And Dislikes,I think its a great idea and I'd be interested in it if I went out to clubs.,Jan24
US,Range,Girls Night Out Concept Range Likes And Dislikes,Good brand,Jan24
US,Range,Girls Night Out Concept Range Likes And Dislikes,Refreshing skin freshness,Jan24
US,Range,Girls Night Out Concept Range Likes And Dislikes,"The pinnacle of creativity, easy to use and high quality, I will definitely buy it",Jan24
US,Range,Girls Night Out Concept Range Likes And Dislikes,I really like the concept. It refreshes the skin on your night out.,Jan24
US,Range,Girls Night Out Concept Range Likes And Dislikes,Seems like a package for girls trips only,Jan24
US,Range,Girls Night Out Concept Range Likes And Dislikes,I think it's a great idea for girls who get all sweaty trying to have a good night out,Jan24
US,Range,Girls Night Out Concept Range Likes And Dislikes,Great for girls that like to party,Jan24
US,Range,Girls Night Out Concept Range Likes And Dislikes,Great idea,Jan24
US,Range,Girls Night Out Concept Range Likes And Dislikes,The glitter and scents,Jan24
US,Range,Girls Night Out Concept Range Likes And Dislikes,"I love it, I think it's a nice combination to have and I love how it's specially made for girls. I love shimmer and glitter and this looks like something id definitely hold an subscription on",Jan24
US,Range,Girls Night Out Concept Range Likes And Dislikes,Very good quality,Jan24
US,Range,Girls Night Out Concept Range Likes And Dislikes,"I think they’re innovative products that suit a specific market, they’re affordable & useful.",Jan24
US,Range,Girls Night Out Concept Range Likes And Dislikes,It's trustworthy and reliable,Jan24
US,Range,Girls Night Out Concept Range Likes And Dislikes,I love it,Jan24
US,Range,Girls Night Out Concept Range Likes And Dislikes,It's very good,Jan24
US,Range,Girls Night Out Concept Range Likes And Dislikes,Cute,Jan24
US,Range,Girls Night Out Concept Range Likes And Dislikes,"Love the ideas, not a fan of the execution. Without a scent/fragrance free option, you're excuding a large part of the market",Jan24
US,Range,Girls Night Out Concept Range Likes And Dislikes,i do not like the glitter at all,Jan24
US,Range,Girls Night Out Concept Range Likes And Dislikes,Love the wide range of options. And how hydrating they are,Jan24
US,Range,Girls Night Out Concept Range Likes And Dislikes,I think it’s a very trendy and fun way to celebrate women and girls of many ages and groups. It’s relatable and I like how youthful it feels while still being attainable,Jan24
US,Range,Girls Night Out Concept Range Likes And Dislikes,It has a wide range and can be used but a lot of different people,Jan24
US,Range,Girls Night Out Concept Range Likes And Dislikes,I want this immediately!! It is very needed out there,Jan24
US,Range,Girls Night Out Concept Range Likes And Dislikes,I think it’s a cute line with a variety of products,Jan24
US,Range,Girls Night Out Concept Range Likes And Dislikes,It's very interesting,Jan24
US,Range,Girls Night Out Concept Range Likes And Dislikes,Don’t suit me,Jan24
US,Range,Girls Night Out Concept Range Likes And Dislikes,it is marketed for a very young  crowd. a clubbing crowd,Jan24
US,Range,Girls Night Out Concept Range Likes And Dislikes,I love it and would for sure give it a try,Jan24
US,Range,Girls Night Out Concept Range Likes And Dislikes,Ok,Jan24
US,Range,Girls Night Out Concept Range Likes And Dislikes,Good,Jan24
US,Range,Girls Night Out Concept Range Likes And Dislikes,It is a good choice for me .,Jan24
